mu,lambda,sigma,alpha_levy,beta_levy,nse_best
0.9420967898524568,3.134823785820401,0.001628431930927765,1.1013325442292237,-0.8591242613538314,0.4354016633080463
0.9498149654356758,3.2603205791618355,0.004345818414972369,1.1697319232370087,-0.044857086842821636,0.4506496725573318
0.947702469425231,3.2167410059199755,0.010213518027823255,1.3147136695406023,-0.7341519764489638,0.44638649683634823
0.949859982480793,3.3549829463241414,0.020174197919588535,1.7536852614934233,-0.9165142995685659,0.44916368514907823
0.9478572418176179,3.328950941179736,0.0013710847664907156,1.5063537526907924,-0.35267872987454063,0.4481265029674031
0.946916197211202,3.2622440157304684,0.0025469711403917628,1.1546768296641092,-0.44549716421196717,0.4360110047113278
0.9491578045091271,3.2436571366873848,0.004812517911655146,1.7445801421087315,-0.9266714063987581,0.4499598868413618
0.9497521473610748,3.156328153707553,0.004926881918306536,1.8384731304823556,-0.5028929641734144,0.4477328268438001
0.9485659166261544,3.274613249302309,0.0036127311851254953,1.7466113517005633,-0.8429487381531482,0.44926629355885106
0.9498487948703914,3.3571359957626763,0.01030477811537861,1.6759477814389312,-0.8895719990021681,0.447763561926352
0.9497835008671014,3.37835333955668,0.004700656418524574,1.8743673842799786,-0.1297348367791583,0.45000059009976423
0.9499190440795832,3.3728594394218767,0.00500947897231413,1.759217318346065,-0.3010029000589558,0.4500855953264268
0.9477642288583396,3.3750853818655076,0.004646656000725314,1.3410183368289088,-0.6544590441306477,0.44536160867965047
0.9481267320808464,3.3756704125690318,0.003951031761516688,1.5576144891273773,-0.24471905454782783,0.4447197806184875
0.9478174799056072,3.3226555444032986,0.018061471513390992,1.5546605507555584,-0.17030254631819008,0.44641481634063007
0.9480013864436834,3.2723788676835985,0.005579943033158664,1.1309149352681034,-0.3179829802356732,0.44029785235571783
0.9498593518919172,3.282797691480306,0.026977342271087557,1.8184001073942242,-0.7558020100440042,0.45043086176170044
0.948809528880885,3.3726054981099463,0.007194184124907222,1.5042118965395732,-0.7454339247749825,0.44744284673946066
0.9498667115480635,3.3650723470351647,0.02057583777262302,1.659856611359188,-0.17611807319553385,0.44679505093170957
0.9489912913572471,3.2892614556762325,0.015186345654741584,1.815239296771479,-0.5074620361565895,0.4493817066968939
0.9468571463379989,3.2172171183970217,0.000843740970474749,1.1296413249979635,-0.6244480931059362,0.44619761922309564
0.9487132556455589,3.3156551966783505,0.006344510357604871,1.4384232424205903,-0.4017843415679202,0.4488192098916888
0.9489245077690074,3.208272605599422,0.016492512594498788,1.7489467251724133,-0.6131800487380565,0.44977971386116644
0.9449062419379495,3.1597783370842274,0.005396552854122916,1.372744022293217,-0.13368186637823198,0.4407288077892323
0.9495611530121033,3.3411768941639237,0.007344123703517414,1.8080848561272336,-0.31410263860341703,0.4493094453116221
0.9497946142560827,3.3172515972845575,0.012013077505049687,1.5511215276525514,-0.4419558107923509,0.4502626623304593
0.9490687995930402,3.2721384300360468,0.0009220711784928449,1.1072101967667416,-0.2926752342102885,0.4496582822276304
0.9464197127892722,3.1820667120169883,0.0024839910942843105,1.2469344719565245,-0.2329070983088135,0.4441364599198043
0.9496613592884677,3.2564106669530473,0.016159361699277286,1.7171253059596792,-0.345422637969538,0.4495121693844243
0.9470821706652531,3.2778130498115035,0.006697055592270951,1.621105648334763,-0.17762356390616818,0.44693554493434573
0.9498208099420878,3.242141160949241,0.01218334787888349,1.8477728440780936,-0.16306849790679645,0.4504614675874302
0.9394815024653512,3.1488043652595055,0.002535258513602834,1.3325084111024317,-0.20120998315765215,0.42806180820516615
0.9499020098140798,3.378010966630143,0.005212586945347198,1.3056922127476096,-0.5838828599981613,0.44883579986706146
0.9484854988940502,3.256400938320648,0.0046078666920389205,1.4868592820089979,-0.4823620495210421,0.4499488920854592
0.9389718693032773,3.3246199712281044,2.7522195735052436e-05,1.1922178381550195,-0.5489607982450786,0.4331043256986411
0.9480604312806258,3.2956031050399073,0.0007774190686208105,1.5182210933164817,-0.3065030810995957,0.45081681722706657
0.947972657515455,3.3453672951691553,0.0075216588803413975,1.7733566464851156,-0.9732363441957683,0.4481554474781325
0.9451187638443939,3.287508633629429,0.0031472262780111284,1.7621577952059524,-0.9002220446755669,0.44447839749111095
0.9485704834930133,3.0358610424786567,0.0008807760126072318,1.3606556004524537,-0.2815104164681138,0.4412787838519765
0.9474149168689623,3.3543225046288287,0.004198621576596418,1.30352517979854,-0.951310137153742,0.4450109347399924
0.938389370484398,3.2127894182909156,0.000655051519425054,1.1392725620211306,-0.44375992922252994,0.4342587742322428
0.949740959741288,3.202191314218924,0.007614178717502518,1.4265900475508837,-0.9844980171243626,0.4464197743667133
0.9479669976253355,3.2171971382792908,0.0035990958594125377,1.524411464463269,-0.9292286810107788,0.44781724961369895
0.927479059782445,2.982563999337048,3.7449321477178726e-05,1.1873392125732278,-0.0254960986968793,0.4187437380557829
0.9483612670561143,3.0912380510588324,0.0001382962426599077,1.5561689064566488,-0.47091841902770104,0.44451347892712934
0.9495920000910952,3.337697209525382,0.003085747566495778,1.3494305863146898,-0.7257814678247111,0.4501119381809626
